"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 13, 2015","217.10","218.00","219.00","217.00","38.20K","-0.33%"
"Jan 12, 2015","217.82","218.80","218.80","217.00","46.20K","0.13%"
"Jan 09, 2015","217.54","219.69","219.69","215.00","29.50K","0.72%"
"Jan 08, 2015","215.99","218.00","219.70","214.01","92.70K","-1.63%"
"Jan 07, 2015","219.57","219.50","221.00","218.40","190.80K","0.51%"
"Jan 06, 2015","218.46","221.90","221.90","218.15","64.30K","-0.71%"
"Jan 05, 2015","220.02","220.00","220.84","218.20","114.40K","0.56%"
"Jan 02, 2015","218.80","215.10","220.00","215.10","255.60K","1.28%"
"Jan 01, 2015","216.03","217.98","217.98","214.51","12.50K","-0.11%"
"Dec 31, 2014","216.26","218.00","219.00","216.05","28.70K","-0.63%"
"Dec 30, 2014","217.64","216.00","218.25","216.00","36.60K","0.46%"
"Dec 29, 2014","216.65","220.00","220.00","216.50","16.50K","-0.87%"
"Dec 26, 2014","218.56","220.50","222.00","218.01","34.10K","-1.43%"
"Dec 24, 2014","221.72","225.10","225.10","221.00","80.00K","-1.39%"
"Dec 23, 2014","224.84","221.05","225.75","221.05","313.30K","1.09%"
"Dec 22, 2014","222.42","215.10","224.40","215.00","379.70K","3.39%"
"Dec 19, 2014","215.13","212.00","219.00","211.00","481.90K","1.95%"
"Dec 18, 2014","211.01","209.98","211.99","209.00","399.30K","1.45%"
"Dec 17, 2014","207.99","208.00","208.05","206.00","125.90K","0.17%"
"Dec 16, 2014","207.63","207.50","208.75","204.00","3.05M","-0.19%"
"Dec 15, 2014","208.03","208.89","208.89","208.00","121.40K","0.31%"
"Dec 12, 2014","207.38","206.01","210.00","206.01","381.60K","-0.30%"
"Dec 11, 2014","208.00","209.50","210.00","207.60","320.60K","-0.01%"
"Dec 10, 2014","208.03","208.03","208.95","206.00","59.90K","-0.42%"
"Dec 09, 2014","208.91","208.50","210.45","208.00","58.70K","-0.33%"
"Dec 08, 2014","209.60","206.70","210.20","206.00","199.00K","1.76%"
"Dec 05, 2014","205.98","204.79","209.45","204.00","733.90K","0.78%"
"Dec 04, 2014","204.39","202.00","205.00","201.55","559.80K","1.61%"
"Dec 03, 2014","201.15","202.00","203.30","200.10","226.90K","-0.14%"
"Dec 02, 2014","201.43","203.00","205.00","200.50","335.50K","-0.06%"
"Dec 01, 2014","201.56","206.00","206.00","201.00","202.10K","-1.56%"
"Nov 28, 2014","204.75","206.00","207.50","204.50","101.60K","-1.30%"
"Nov 27, 2014","207.44","208.80","209.10","207.15","15.30K","-0.55%"
"Nov 26, 2014","208.58","208.00","211.00","207.75","98.90K","-0.06%"
"Nov 25, 2014","208.70","208.13","210.50","206.50","89.70K","-0.45%"
"Nov 24, 2014","209.65","209.60","210.15","208.25","56.60K","0.08%"
"Nov 21, 2014","209.49","206.00","212.50","206.00","256.20K","1.20%"
"Nov 20, 2014","207.00","212.00","212.00","201.18","220.20K","-2.25%"
"Nov 19, 2014","211.76","213.00","213.75","210.00","52.70K","-0.68%"
"Nov 18, 2014","213.21","213.60","215.00","213.00","32.00K","-0.59%"
"Nov 17, 2014","214.48","211.99","215.25","211.99","46.30K","1.24%"
"Nov 14, 2014","211.85","212.88","213.99","211.50","55.10K","-0.59%"
"Nov 13, 2014","213.11","215.15","216.01","213.00","492.30K","-0.95%"
"Nov 12, 2014","215.15","215.20","218.00","213.55","172.00K","0.19%"
"Nov 11, 2014","214.74","212.51","215.10","212.51","152.80K","0.54%"
"Nov 10, 2014","213.59","214.08","215.00","212.99","370.50K","-0.42%"
"Nov 07, 2014","214.49","215.05","216.30","214.10","59.60K","-1.19%"
"Nov 06, 2014","217.07","214.10","218.50","214.10","261.00K","0.43%"
"Nov 05, 2014","216.15","213.50","217.00","213.50","138.30K","0.76%"
"Oct 31, 2014","214.53","218.00","218.00","213.50","127.80K","-0.03%"
"Oct 30, 2014","214.60","214.00","216.70","213.51","151.60K","0.57%"
"Oct 29, 2014","213.39","216.00","216.00","213.00","126.90K","-0.91%"
"Oct 28, 2014","215.36","217.00","217.60","214.00","55.10K","-0.53%"
"Oct 27, 2014","216.51","212.00","217.00","212.00","248.50K","2.33%"
"Oct 24, 2014","211.57","212.00","215.50","209.50","577.00K","-1.19%"
"Oct 23, 2014","214.11","208.50","218.71","207.50","604.30K","2.79%"
"Oct 22, 2014","208.30","209.47","211.00","207.55","264.50K","0.66%"
"Oct 21, 2014","206.94","206.51","209.99","205.00","357.30K","0.27%"
"Oct 20, 2014","206.39","205.65","211.50","205.65","316.50K","-0.32%"
"Oct 17, 2014","207.06","209.45","210.00","206.00","333.20K","-0.66%"
"Oct 16, 2014","208.44","212.50","215.75","207.00","1.13M","-1.92%"
"Oct 15, 2014","212.52","213.88","213.90","210.10","489.30K","-0.20%"
"Oct 14, 2014","212.94","213.49","215.00","212.00","720.00K","-0.35%"
"Oct 13, 2014","213.68","205.00","213.99","204.00","993.00K","4.85%"
"Oct 10, 2014","203.80","202.00","205.00","201.50","183.60K","1.47%"
"Oct 09, 2014","200.84","206.45","206.94","200.00","859.40K","-2.54%"
"Oct 03, 2014","206.08","207.90","209.95","205.21","54.80K","-1.65%"
"Oct 02, 2014","209.54","210.00","211.00","209.10","368.50K","-0.13%"
"Oct 01, 2014","209.82","209.35","210.00","207.00","111.20K","0.31%"
"Sep 30, 2014","209.18","200.50","210.10","199.10","521.20K","4.54%"
"Sep 29, 2014","200.10","201.95","203.78","199.00","320.70K","-0.68%"
"Sep 26, 2014","201.46","207.75","209.05","199.97","385.50K","-2.95%"
"Sep 25, 2014","207.59","213.98","213.98","205.00","316.50K","-1.99%"
"Sep 24, 2014","211.80","207.55","213.25","207.50","491.50K","1.92%"
"Sep 23, 2014","207.82","208.50","210.95","207.50","132.90K","-0.25%"
"Sep 22, 2014","208.35","209.48","210.00","207.12","290.40K","-0.23%"
"Sep 19, 2014","208.82","212.00","213.00","208.30","154.70K","-0.96%"
"Sep 18, 2014","210.85","214.54","216.00","209.99","156.90K","-1.43%"
"Sep 17, 2014","213.90","212.05","216.80","210.00","643.40K","1.18%"
"Sep 16, 2014","211.41","204.60","214.00","204.15","742.80K","3.32%"
"Sep 15, 2014","204.62","194.90","204.64","193.90","2.11M","4.99%"
"Sep 12, 2014","194.90","199.90","202.00","193.15","902.10K","-1.30%"
"Sep 11, 2014","197.47","189.00","197.47","188.98","1.26M","5.00%"
"Sep 10, 2014","188.07","191.65","191.65","187.75","415.80K","-1.28%"
"Sep 09, 2014","190.51","188.00","196.00","187.88","297.50K","1.75%"
"Sep 08, 2014","187.24","187.05","188.00","186.81","510.20K","0.25%"
"Sep 05, 2014","186.77","187.50","188.50","186.00","86.10K","-0.75%"
"Sep 04, 2014","188.18","188.10","190.70","188.00","179.50K","-0.60%"
"Sep 03, 2014","189.31","190.31","191.25","189.01","258.10K","-0.77%"
"Sep 02, 2014","190.78","189.89","191.50","189.50","528.90K","0.95%"
"Sep 01, 2014","188.99","188.00","189.95","185.50","146.40K","-0.30%"
"Aug 29, 2014","189.56","187.25","191.50","187.00","165.90K","2.44%"
"Aug 28, 2014","185.04","183.00","185.50","182.00","66.20K","0.58%"
"Aug 27, 2014","183.97","184.01","185.00","183.00","30.10K","-0.56%"
"Aug 26, 2014","185.01","185.00","185.70","184.90","13.00K","-0.02%"
"Aug 25, 2014","185.05","185.50","185.75","184.00","257.30K","-0.52%"
"Aug 22, 2014","186.02","186.55","187.17","186.00","871.40K","-0.45%"
"Aug 21, 2014","186.87","187.00","189.75","186.00","89.30K","0.48%"
"Aug 20, 2014","185.98","187.60","188.00","185.11","964.90K","0.19%"
"Aug 19, 2014","185.63","184.25","186.49","184.25","27.00K","-1.08%"
"Aug 18, 2014","187.65","187.00","190.00","187.00","529.50K","-1.16%"
"Aug 15, 2014","189.85","187.00","190.00","186.00","82.20K","2.61%"
"Aug 13, 2014","185.02","184.00","185.99","183.50","77.90K","0.99%"
"Aug 12, 2014","183.20","179.25","188.00","179.25","651.50K","0.56%"
"Aug 11, 2014","182.18","183.01","187.70","179.24","327.10K","-3.44%"
"Aug 08, 2014","188.67","189.00","191.45","187.70","59.00K","-0.92%"
"Aug 07, 2014","190.42","189.00","191.00","188.50","210.00K","0.06%"
"Aug 06, 2014","190.31","187.10","191.00","185.01","251.60K","0.22%"
"Aug 05, 2014","189.90","188.45","191.98","187.40","209.30K","1.46%"
"Aug 04, 2014","187.17","186.25","188.00","185.00","79.50K","-0.45%"
"Jul 28, 2014","188.02","188.30","190.90","187.85","165.10K","-0.15%"
"Jul 24, 2014","188.30","190.00","190.75","188.00","404.30K","-0.36%"
"Jul 23, 2014","188.98","192.00","194.50","188.65","552.70K","-0.39%"
"Jul 22, 2014","189.72","190.10","191.00","188.50","322.30K","-0.19%"
"Jul 21, 2014","190.08","190.00","191.00","189.00","147.10K","0.10%"
"Jul 18, 2014","189.89","191.89","192.00","189.00","110.40K","-1.04%"
"Jul 17, 2014","191.88","189.50","194.00","189.50","391.30K","1.94%"
"Jul 16, 2014","188.22","188.12","189.50","188.00","24.30K","-0.73%"
"Jul 15, 2014","189.61","190.50","194.00","189.20","54.80K","0.00%"
"Jul 14, 2014","189.61","187.00","190.99","187.00","44.50K","1.03%"
"Jul 11, 2014","187.68","189.00","189.00","187.25","7.00K","-0.21%"
"Jul 10, 2014","188.07","189.03","190.69","187.99","16.80K","-1.37%"
"Jul 09, 2014","190.69","189.97","191.00","189.01","27.10K","0.68%"
"Jul 08, 2014","189.41","191.00","191.00","189.02","7.00K","-0.85%"
"Jul 07, 2014","191.04","192.99","192.99","191.00","136.10K","-0.47%"
"Jul 04, 2014","191.94","191.12","192.50","191.12","9.20K","-0.35%"
"Jul 03, 2014","192.62","194.00","194.00","192.15","16.70K","-0.72%"
"Jul 02, 2014","194.01","194.00","195.50","192.31","29.50K","-0.03%"
"Jul 01, 2014","194.07","197.00","198.00","193.02","78.40K","0.14%"
"Jun 30, 2014","193.79","188.10","197.97","185.11","607.00K","2.78%"
"Jun 27, 2014","188.55","186.00","190.49","183.00","130.50K","1.93%"
"Jun 26, 2014","184.98","182.00","185.50","182.00","189.40K","1.25%"
"Jun 25, 2014","182.69","184.10","186.54","182.00","43.00K","-1.14%"
"Jun 24, 2014","184.79","180.00","185.45","180.00","196.50K","2.47%"
"Jun 23, 2014","180.34","177.50","183.00","173.00","202.90K","0.92%"
"Jun 20, 2014","178.70","177.31","185.00","177.31","88.30K","0.05%"
"Jun 19, 2014","178.61","182.00","182.00","178.11","94.70K","-1.89%"
"Jun 18, 2014","182.06","183.90","184.00","181.50","35.20K","-0.81%"
"Jun 17, 2014","183.55","186.50","187.02","183.00","41.90K","-1.91%"
"Jun 16, 2014","187.13","186.15","189.99","186.15","171.80K","-0.27%"
"Jun 13, 2014","187.63","184.50","190.10","184.50","208.50K","0.95%"
"Jun 12, 2014","185.87","186.99","187.00","184.01","31.70K","-0.05%"
"Jun 11, 2014","185.97","187.00","187.99","185.13","27.70K","0.16%"
"Jun 10, 2014","185.67","189.02","190.00","185.00","77.80K","-2.24%"
"Jun 09, 2014","189.93","190.00","192.00","189.15","94.30K","0.55%"
"Jun 06, 2014","188.90","190.00","190.90","188.20","107.90K","-0.46%"
"Jun 05, 2014","189.78","190.50","192.00","188.00","65.10K","0.61%"
"Jun 04, 2014","188.63","189.50","191.00","188.00","36.60K","-0.57%"
"Jun 03, 2014","189.71","192.00","193.00","184.99","106.90K","-1.38%"
"Jun 02, 2014","192.36","192.00","194.50","191.50","114.20K","-0.45%"
"May 30, 2014","193.23","189.90","197.00","187.75","356.10K","2.60%"
"May 29, 2014","188.33","184.00","189.50","184.00","176.90K","2.24%"
"May 28, 2014","184.20","185.00","185.00","184.00","15.70K","-0.23%"
"May 27, 2014","184.62","187.75","187.75","184.05","36.30K","-0.74%"
"May 26, 2014","185.99","181.70","186.40","181.60","102.00K","1.82%"
"May 23, 2014","182.67","184.25","184.25","182.04","14.40K","-1.13%"
"May 22, 2014","184.75","183.00","185.20","182.00","93.50K","1.21%"
"May 21, 2014","182.54","183.96","184.00","182.10","19.20K","-0.87%"
"May 20, 2014","184.14","184.90","185.75","184.11","14.00K","-1.02%"
"May 19, 2014","186.04","186.00","187.00","184.51","119.40K","1.14%"
"May 16, 2014","183.95","182.10","185.00","182.10","82.70K","0.23%"
"May 15, 2014","183.53","180.00","185.73","180.00","320.90K","1.87%"
"May 14, 2014","180.16","180.00","181.40","180.00","20.00K","-0.27%"
"May 13, 2014","180.65","180.02","182.00","180.00","39.00K","-0.17%"
"May 12, 2014","180.96","181.11","182.00","180.00","17.30K","-0.56%"
"May 09, 2014","181.98","183.50","186.00","180.15","67.20K","-2.58%"
"May 08, 2014","186.79","180.01","187.50","179.80","183.90K","3.42%"
"May 07, 2014","180.61","182.00","182.50","179.20","48.70K","0.14%"
"May 06, 2014","180.35","181.75","183.00","180.00","24.40K","-2.05%"
"May 05, 2014","184.13","184.05","185.00","179.00","140.00K","-0.58%"
"May 02, 2014","185.21","184.70","187.90","183.01","203.90K","0.27%"
"Apr 30, 2014","184.72","184.80","185.50","183.05","126.00K","-0.07%"
"Apr 29, 2014","184.85","187.00","187.00","181.01","265.10K","-0.71%"
"Apr 28, 2014","186.17","188.00","190.00","185.12","184.20K","-1.43%"
"Apr 25, 2014","188.88","184.50","191.00","183.01","761.70K","2.13%"
"Apr 24, 2014","184.94","182.50","186.00","182.10","294.30K","0.43%"
"Apr 23, 2014","184.14","188.01","190.98","183.50","247.80K","-2.64%"
"Apr 22, 2014","189.14","184.48","190.50","184.47","739.60K","3.39%"
"Apr 21, 2014","182.94","185.02","186.20","182.49","110.60K","-2.31%"
"Apr 18, 2014","187.27","192.15","195.15","185.50","110.50K","-2.52%"
"Apr 17, 2014","192.11","192.19","195.60","183.01","1.24M","0.08%"
"Apr 16, 2014","191.96","190.50","196.50","190.50","935.70K","1.42%"
"Apr 15, 2014","189.28","182.44","182.00","179.02","1.24M","4.63%"
"Apr 14, 2014","180.90","180.50","182.00","179.02","63.20K","-0.10%"
"Apr 11, 2014","181.09","181.32","183.50","179.75","240.30K","-0.64%"
"Apr 10, 2014","182.25","178.42","187.00","178.00","476.30K","2.32%"
"Apr 09, 2014","178.12","177.00","179.50","177.00","88.30K","-0.18%"
"Apr 08, 2014","178.44","178.00","182.00","176.00","239.60K","0.71%"
"Apr 07, 2014","177.18","176.00","178.00","175.50","83.20K","0.27%"
"Apr 04, 2014","176.70","176.60","178.00","174.50","256.50K","-0.73%"
"Apr 03, 2014","178.00","178.60","180.00","176.00","489.00K","0.42%"
"Apr 02, 2014","177.25","180.00","180.00","176.85","147.20K","0.97%"
"Apr 01, 2014","175.55","173.11","177.00","173.00","163.40K","0.71%"
"Mar 31, 2014","174.31","168.50","175.25","168.50","430.60K","2.44%"
"Mar 28, 2014","170.15","171.00","172.00","169.01","307.10K","-0.47%"
"Mar 27, 2014","170.96","168.11","174.01","168.11","719.60K","1.70%"
"Mar 26, 2014","168.10","164.40","170.02","162.20","292.20K","3.62%"
"Mar 25, 2014","162.22","161.45","163.89","158.98","215.00K","1.28%"
"Mar 24, 2014","160.17","163.50","164.00","159.00","103.80K","-2.34%"
"Mar 21, 2014","164.01","157.00","164.50","157.00","164.60K","0.28%"
"Mar 20, 2014","163.56","162.96","164.09","160.91","378.84K","0.66%"
"Mar 19, 2014","162.48","162.77","164.17","160.45","171.05K","0.24%"
"Mar 18, 2014","162.09","165.00","166.36","161.14","264.33K","-2.47%"
"Mar 17, 2014","166.19","165.91","168.64","164.55","187.99K","0.69%"
"Mar 14, 2014","165.05","166.18","166.36","164.55","45.65K","-0.76%"
"Mar 13, 2014","166.32","166.82","166.82","164.77","169.18K","-0.44%"
"Mar 12, 2014","167.05","166.91","167.50","165.45","254.65K","-0.08%"
"Mar 11, 2014","167.19","169.55","170.00","166.82","168.30K","-1.44%"
"Mar 10, 2014","169.63","167.73","170.20","165.32","855.91K","1.31%"
"Mar 07, 2014","167.44","164.45","168.55","161.86","536.36K","2.25%"
"Mar 06, 2014","163.75","156.82","164.61","156.45","955.35K","4.45%"
"Mar 05, 2014","156.77","154.55","158.18","153.55","381.26K","0.91%"
"Mar 04, 2014","155.35","151.82","156.36","150.23","729.30K","2.34%"
"Mar 03, 2014","151.80","147.55","154.77","146.82","382.58K","2.88%"
"Feb 28, 2014","147.55","145.45","147.73","145.45","70.18K","0.95%"
"Feb 27, 2014","146.16","142.73","147.28","141.82","244.86K","2.57%"
"Feb 26, 2014","142.50","144.18","144.55","142.27","33.33K","-1.22%"
"Feb 25, 2014","144.26","145.86","145.86","143.73","15.84K","-1.33%"
"Feb 24, 2014","146.21","146.36","147.18","145.82","11.11K","0.24%"
"Feb 21, 2014","145.86","145.00","147.23","145.00","11.66K","-0.27%"
"Feb 20, 2014","146.25","147.27","148.18","144.74","24.20K","-0.36%"
"Feb 19, 2014","146.78","145.45","148.09","144.73","73.92K","1.01%"
"Feb 18, 2014","145.31","145.45","147.27","143.64","28.16K","0.03%"
"Feb 17, 2014","145.26","147.27","147.73","144.55","45.43K","-1.98%"
"Feb 14, 2014","148.19","148.18","148.91","147.45","37.29K","0.16%"
"Feb 13, 2014","147.95","149.55","150.27","146.82","70.29K","-0.84%"
"Feb 12, 2014","149.20","150.45","154.45","148.64","300.52K","-0.15%"
"Feb 11, 2014","149.42","148.27","151.82","148.27","44.99K","0.95%"
"Feb 10, 2014","148.02","150.14","150.14","146.36","39.38K","-1.33%"
"Feb 07, 2014","150.01","150.91","151.82","149.55","39.49K","-1.06%"
"Feb 06, 2014","151.62","150.55","151.82","149.55","63.58K","1.42%"
"Feb 04, 2014","149.50","152.27","152.27","149.12","57.64K","-1.39%"
"Feb 03, 2014","151.60","150.01","152.73","149.00","260.48K","0.84%"
"Jan 31, 2014","150.33","150.19","152.32","149.99","55.00K","-0.26%"
"Jan 30, 2014","150.72","151.37","152.73","150.11","68.64K","-0.50%"
"Jan 29, 2014","151.48","152.74","152.74","150.50","63.80K","-1.30%"
"Jan 28, 2014","153.47","152.73","155.45","152.73","42.68K","-0.69%"
"Jan 27, 2014","154.53","157.27","157.27","154.09","192.06K","-1.81%"
"Jan 24, 2014","157.38","159.09","159.18","156.36","63.25K","-0.88%"
"Jan 23, 2014","158.78","159.49","160.00","158.19","112.09K","0.21%"
"Jan 22, 2014","158.45","160.00","161.82","158.27","168.74K","-0.95%"
"Jan 21, 2014","159.97","161.82","161.82","159.15","181.17K","-1.32%"
"Jan 20, 2014","162.11","161.82","163.63","159.10","178.53K","0.18%"
"Jan 17, 2014","161.82","164.07","164.77","161.00","189.09K","-0.68%"
"Jan 16, 2014","162.93","165.00","166.25","162.05","179.30K","-1.04%"
"Jan 15, 2014","164.64","164.00","171.36","163.18","3.19M","0.56%"
"Jan 13, 2014","163.72","165.27","168.09","162.75","473.88K","-0.81%"
"Jan 10, 2014","165.06","156.41","165.55","156.41","605.11K","4.69%"
"Jan 09, 2014","157.67","152.73","159.53","151.82","532.40K","3.77%"
"Jan 08, 2014","151.94","149.09","153.64","149.09","314.71K","2.43%"
"Jan 07, 2014","148.34","149.07","149.07","147.88","50.38K","0.19%"
"Jan 06, 2014","148.06","148.23","150.45","147.86","155.98K","-0.56%"
"Jan 03, 2014","148.90","149.14","150.00","148.68","64.46K","-0.80%"
"Jan 02, 2014","150.10","149.59","150.73","149.55","86.13K","0.40%"
"Jan 01, 2014","149.50","150.72","150.91","149.19","42.02K","-1.31%"
"Dec 31, 2013","151.48","146.36","153.18","146.36","1.17M","3.36%"
"Dec 30, 2013","146.55","146.68","148.14","146.36","81.51K","-0.32%"
"Dec 27, 2013","147.02","147.28","149.09","146.45","135.63K","-0.48%"
"Dec 26, 2013","147.73","149.00","149.00","147.37","142.67K","-0.21%"
"Dec 24, 2013","148.04","148.32","149.04","147.28","119.35K","-0.68%"
"Dec 23, 2013","149.05","151.36","151.81","148.64","227.92K","-1.10%"
"Dec 20, 2013","150.71","150.45","150.99","149.55","119.35K","0.90%"
"Dec 19, 2013","149.37","148.16","151.59","147.86","503.25K","1.31%"
"Dec 18, 2013","147.44","147.27","148.63","147.05","1.75M","0.40%"
"Dec 17, 2013","146.85","148.17","148.27","145.92","751.30K","-0.54%"
"Dec 16, 2013","147.64","148.23","150.00","147.18","230.67K","0.13%"
"Dec 13, 2013","147.45","147.27","147.95","146.87","42.79K","0.10%"
"Dec 12, 2013","147.31","147.91","147.91","146.82","25.85K","0.47%"
"Dec 11, 2013","146.62","147.27","148.18","146.36","36.96K","0.10%"
"Dec 10, 2013","146.47","147.28","148.18","146.36","33.77K","-0.61%"
"Dec 09, 2013","147.37","147.18","149.09","147.18","28.49K","-0.42%"
"Dec 06, 2013","147.99","149.45","150.36","147.59","161.26K","-0.12%"
"Dec 05, 2013","148.17","147.09","148.64","147.05","110.22K","0.42%"
"Dec 04, 2013","147.55","147.36","149.82","145.91","895.62K","-0.24%"
"Dec 03, 2013","147.91","148.17","150.45","147.64","123.75K","0.12%"
"Dec 02, 2013","147.74","146.36","148.64","145.91","354.42K","0.92%"
"Nov 29, 2013","146.40","145.45","147.18","144.55","195.14K","0.78%"
"Nov 28, 2013","145.27","144.95","147.27","144.95","189.97K","0.60%"
"Nov 27, 2013","144.40","145.00","145.40","143.64","50.16K","-0.79%"
"Nov 26, 2013","145.55","144.50","146.09","141.91","171.27K","0.77%"
"Nov 25, 2013","144.44","146.73","147.27","144.00","100.65K","-1.50%"
"Nov 22, 2013","146.64","143.64","147.09","143.64","71.50K","1.38%"
"Nov 21, 2013","144.65","143.82","145.36","142.73","54.34K","-0.03%"
"Nov 20, 2013","144.69","146.82","147.27","144.09","71.39K","-0.77%"
"Nov 19, 2013","145.82","146.83","148.45","145.45","62.70K","-0.73%"
"Nov 18, 2013","146.89","144.68","148.63","142.73","237.27K","1.51%"
"Nov 13, 2013","144.70","147.27","148.17","143.82","115.72K","-0.31%"
"Nov 12, 2013","145.15","143.18","148.91","140.91","403.04K","1.38%"
"Nov 11, 2013","143.18","136.36","143.92","135.82","430.76K","4.46%"
"Nov 08, 2013","137.07","132.78","137.55","132.77","163.13K","1.05%"
"Nov 07, 2013","135.65","134.65","137.09","134.65","102.19K","-0.13%"
"Nov 06, 2013","135.83","134.54","136.36","133.64","175.45K","1.96%"
"Nov 05, 2013","133.22","130.80","134.55","130.55","103.95K","2.63%"
"Nov 04, 2013","129.81","132.09","132.09","127.27","109.89K","-1.74%"
"Nov 01, 2013","132.11","134.55","135.86","131.10","290.95K","-1.70%"
"Oct 31, 2013","134.39","134.55","135.18","134.09","137.06K","0.52%"
"Oct 30, 2013","133.69","135.00","135.23","133.64","16.50K","-0.18%"
"Oct 29, 2013","133.93","134.28","135.50","133.73","10.23K","-0.51%"
"Oct 28, 2013","134.62","136.36","136.36","134.09","17.60K","-1.25%"
"Oct 25, 2013","136.32","135.64","137.04","133.73","191.40K","0.46%"
"Oct 24, 2013","135.69","138.64","138.64","135.00","49.28K","-0.40%"
"Oct 23, 2013","136.24","139.91","140.36","135.45","206.14K","-2.02%"
"Oct 22, 2013","139.05","133.18","139.91","133.18","316.58K","3.24%"
"Oct 21, 2013","134.69","135.44","136.00","133.01","102.52K","1.31%"
"Oct 14, 2013","132.95","133.74","135.46","132.73","74.69K","-1.14%"
"Oct 11, 2013","134.48","135.73","136.22","133.73","76.12K","0.05%"
"Oct 10, 2013","134.41","136.82","137.82","133.23","169.62K","-1.34%"
"Oct 09, 2013","136.23","136.32","137.05","133.63","388.85K","1.55%"
"Oct 08, 2013","134.15","129.98","135.27","129.98","170.28K","3.35%"
"Oct 07, 2013","129.80","130.00","132.73","129.09","303.71K","-2.04%"
"Oct 04, 2013","132.50","133.62","137.26","131.82","107.36K","-0.96%"
"Oct 03, 2013","133.78","136.37","136.82","132.27","69.96K","-1.95%"
"Oct 02, 2013","136.44","137.27","139.59","135.91","145.31K","-1.10%"
"Oct 01, 2013","137.96","135.00","139.09","131.67","869.33K","-0.46%"
"Sep 30, 2013","138.60","142.27","142.27","138.60","571.45K","-5.00%"
"Sep 27, 2013","145.89","151.82","153.86","142.88","2.25M","-3.00%"
"Sep 26, 2013","150.40","153.64","155.45","146.36","657.47K","-1.27%"
"Sep 25, 2013","152.33","151.36","154.36","150.36","299.53K","1.12%"
"Sep 24, 2013","150.65","155.85","156.36","149.09","1.22M","-2.91%"
"Sep 23, 2013","155.16","154.86","157.36","153.91","280.61K","0.02%"
"Sep 20, 2013","155.13","159.55","161.36","151.92","953.70K","-1.87%"
"Sep 19, 2013","158.08","151.08","158.08","150.00","1.76M","5.00%"
"Sep 18, 2013","150.55","144.55","151.45","142.27","695.09K","4.37%"
"Sep 17, 2013","144.24","146.36","146.82","142.96","378.84K","-0.63%"
"Sep 16, 2013","145.16","139.55","145.16","139.09","186.67K","5.00%"
"Sep 13, 2013","138.25","140.73","140.73","136.36","41.14K","-1.85%"
"Sep 12, 2013","140.85","140.00","142.27","139.55","50.49K","0.92%"
"Sep 11, 2013","139.56","140.91","141.36","139.21","20.79K","-1.20%"
"Sep 10, 2013","141.25","142.73","143.91","140.91","26.07K","-0.95%"
"Sep 09, 2013","142.61","143.64","145.45","142.32","483.01K","-0.81%"
"Sep 06, 2013","143.77","146.36","146.36","143.64","41.25K","-2.96%"
"Sep 05, 2013","148.16","143.91","149.09","142.73","509.08K","3.16%"
"Sep 04, 2013","143.62","141.82","144.27","141.82","45.21K","0.62%"
"Sep 03, 2013","142.73","141.14","144.45","141.14","30.03K","0.51%"
"Sep 02, 2013","142.00","143.86","145.45","140.45","592.57K","-2.24%"
"Aug 30, 2013","145.25","147.27","147.27","141.91","585.09K","1.04%"
"Aug 29, 2013","143.75","139.09","144.55","138.73","158.29K","3.92%"
"Aug 28, 2013","138.33","141.14","141.36","137.41","205.04K","-3.03%"
"Aug 27, 2013","142.65","146.37","146.92","141.82","30.80K","-3.14%"
"Aug 26, 2013","147.28","150.00","150.00","146.82","40.70K","-1.48%"
"Aug 23, 2013","149.50","147.73","150.91","147.73","161.04K","1.46%"
"Aug 22, 2013","147.35","143.64","150.91","142.73","750.20K","2.21%"
"Aug 21, 2013","144.16","144.55","145.45","143.32","334.62K","-0.64%"
"Aug 20, 2013","145.09","146.36","147.27","141.82","197.12K","-0.52%"
"Aug 19, 2013","145.85","148.18","148.18","145.45","51.70K","-1.74%"
"Aug 16, 2013","148.43","148.55","149.90","147.73","123.20K","-0.11%"
"Aug 15, 2013","148.60","147.27","150.89","147.27","210.10K","0.99%"
"Aug 13, 2013","147.15","147.36","149.09","146.36","202.84K","-0.28%"
"Aug 12, 2013","147.56","150.00","150.90","146.35","236.06K","-1.72%"
"Aug 07, 2013","150.15","148.18","151.82","146.05","280.39K","1.84%"
"Aug 06, 2013","147.44","145.45","149.08","143.82","295.90K","1.65%"
"Aug 05, 2013","145.05","158.18","158.18","144.58","486.53K","-4.69%"
"Aug 01, 2013","152.19","155.45","159.97","149.32","885.61K","-1.78%"
"Jul 31, 2013","154.95","151.91","155.45","149.45","1.06M","1.97%"
"Jul 30, 2013","151.95","151.59","153.59","144.32","493.79K","0.03%"
"Jul 29, 2013","151.91","151.81","152.73","149.09","400.84K","0.45%"
"Jul 26, 2013","151.23","151.35","154.55","150.00","340.78K","0.16%"
"Jul 25, 2013","150.99","155.45","155.45","149.09","490.38K","-2.48%"
"Jul 24, 2013","154.83","152.27","156.36","151.36","798.60K","2.70%"
"Jul 23, 2013","150.76","149.59","151.82","147.74","344.19K","1.05%"
"Jul 22, 2013","149.20","148.00","152.59","145.45","615.78K","2.02%"
"Jul 19, 2013","146.25","140.23","146.41","140.23","975.04K","4.88%"
"Jul 18, 2013","139.45","136.36","141.09","132.73","1.15M","2.91%"
