"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 14, 2017","155.00","154.35","155.98","154.00","327.00K","-0.23%"
"Dec 13, 2017","155.35","156.50","157.00","154.25","2.96M","0.29%"
"Dec 12, 2017","154.90","151.00","161.90","148.32","6.29M","0.10%"
"Dec 11, 2017","154.75","155.00","158.90","153.50","1.43M","-0.80%"
"Dec 08, 2017","156.00","148.25","157.99","148.25","2.39M","2.61%"
"Dec 07, 2017","152.03","159.00","159.00","152.00","1.38M","-4.38%"
"Dec 06, 2017","159.00","160.00","160.99","158.25","290.00K","-0.31%"
"Dec 05, 2017","159.50","161.65","161.97","159.25","1.08M","-1.54%"
"Dec 04, 2017","162.00","162.00","163.00","160.40","969.70K","-0.61%"
"Nov 30, 2017","163.00","162.48","168.00","160.51","6.81M","1.24%"
"Nov 29, 2017","161.00","161.91","162.60","160.25","2.63M","-0.65%"
"Nov 28, 2017","162.05","163.90","164.23","161.00","390.00K","-1.15%"
"Nov 27, 2017","163.93","164.00","165.48","162.20","632.60K","-0.50%"
"Nov 24, 2017","164.76","163.64","166.49","163.60","172.00K","-0.73%"
"Nov 23, 2017","165.97","166.01","166.01","165.25","726.20K","-0.02%"
"Nov 22, 2017","166.01","167.80","167.99","165.03","572.20K","-1.18%"
"Nov 21, 2017","168.00","165.02","168.00","165.02","860.40K","0.60%"
"Nov 20, 2017","167.00","167.95","168.00","166.05","131.40K","-0.60%"
"Nov 17, 2017","168.00","168.00","168.15","166.70","177.70K","-0.06%"
"Nov 16, 2017","168.10","167.95","169.00","165.99","176.00K","0.60%"
"Nov 15, 2017","167.10","168.99","169.98","165.00","1.14M","-1.59%"
"Nov 14, 2017","169.80","169.40","170.49","166.60","218.20K","0.77%"
"Nov 13, 2017","168.50","167.75","169.49","165.51","211.60K","0.30%"
"Nov 10, 2017","168.00","168.06","170.00","167.76","124.60K","-1.06%"
"Nov 09, 2017","169.80","168.00","171.90","165.20","1.04M","2.88%"
"Nov 08, 2017","165.05","166.75","167.00","164.90","156.50K","-0.87%"
"Nov 07, 2017","166.50","164.99","166.50","163.13","163.00K","1.07%"
"Nov 06, 2017","164.74","169.00","169.01","164.10","1.30M","-2.52%"
"Nov 03, 2017","169.00","162.30","169.00","162.30","1.19M","3.04%"
"Nov 02, 2017","164.01","164.00","167.00","163.75","723.80K","0.01%"
"Nov 01, 2017","164.00","161.00","165.50","160.16","1.05M","2.15%"
"Oct 31, 2017","160.55","164.95","164.00","160.02","1.95M","-2.19%"
"Oct 30, 2017","164.15","167.00","167.03","164.00","3.04M","-2.73%"
"Oct 27, 2017","168.76","170.50","170.90","167.50","2.79M","-1.02%"
"Oct 26, 2017","170.50","169.75","171.30","169.75","1.02M","-0.29%"
"Oct 25, 2017","171.00","171.00","172.00","169.65","903.60K","0.28%"
"Oct 24, 2017","170.52","172.95","172.97","170.25","333.20K","-0.89%"
"Oct 23, 2017","172.05","170.20","174.10","170.20","1.59M","-0.32%"
"Oct 20, 2017","172.61","168.06","173.80","168.06","1.99M","1.52%"
"Oct 19, 2017","170.02","168.00","171.00","167.00","1.10M","1.08%"
"Oct 18, 2017","168.20","168.70","169.00","165.12","470.60K","-0.47%"
"Oct 17, 2017","168.99","171.00","171.60","167.51","413.90K","-0.59%"
"Oct 16, 2017","170.00","169.99","170.99","168.00","974.10K","0.89%"
"Oct 13, 2017","168.50","166.01","169.50","164.50","332.50K","0.00%"
"Oct 12, 2017","168.50","168.00","171.97","164.00","467.60K","0.60%"
"Oct 11, 2017","167.50","173.26","174.39","166.16","989.60K","-3.74%"
"Oct 10, 2017","174.00","174.99","175.58","172.51","349.30K","-0.06%"
"Oct 09, 2017","174.10","173.00","182.14","172.90","1.07M","0.35%"
"Oct 06, 2017","173.50","171.75","174.99","170.05","554.00K","2.36%"
"Oct 05, 2017","169.50","170.05","172.00","168.00","665.90K","-0.88%"
"Oct 04, 2017","171.00","171.99","172.95","167.50","812.90K","0.00%"
"Oct 03, 2017","171.00","176.10","176.11","170.35","882.60K","-2.90%"
"Oct 02, 2017","176.11","180.76","180.76","175.35","384.60K","-2.57%"
"Sep 29, 2017","180.76","180.00","183.30","179.01","349.30K","0.42%"
"Sep 28, 2017","180.00","173.26","181.90","173.26","244.30K","-0.55%"
"Sep 27, 2017","181.00","179.07","181.79","179.07","608.40K","0.28%"
"Sep 26, 2017","180.50","185.80","186.00","180.00","1.94M","-2.96%"
"Sep 25, 2017","186.00","185.09","186.40","183.21","692.60K","0.54%"
"Sep 22, 2017","185.00","183.01","185.99","182.22","371.30K","0.10%"
"Sep 21, 2017","184.82","187.01","188.00","184.00","1.44M","-2.00%"
"Sep 20, 2017","188.60","190.26","191.50","187.55","400.50K","-1.85%"
"Sep 19, 2017","192.16","192.60","193.85","189.02","262.60K","-0.43%"
"Sep 18, 2017","192.99","196.49","196.99","190.00","400.30K","-1.30%"
"Sep 15, 2017","195.53","186.01","197.90","186.01","2.38M","3.51%"
"Sep 14, 2017","188.90","185.90","189.00","182.02","2.24M","2.14%"
"Sep 13, 2017","184.95","183.00","185.85","182.00","1.94M","4.47%"
"Sep 12, 2017","177.03","177.00","177.03","174.00","2.69M","5.00%"
"Sep 11, 2017","168.60","168.60","168.60","168.60","103.00K","4.99%"
"Sep 08, 2017","160.58","160.58","160.58","160.58","5.30K","5.00%"
"Sep 07, 2017","152.94","157.10","158.00","152.34","8.27M","-4.62%"
"Sep 06, 2017","160.35","162.00","164.50","160.35","5.82M","-4.99%"
"Sep 05, 2017","168.78","168.78","168.78","168.78","228.00K","-5.00%"
"Aug 31, 2017","177.66","177.66","177.66","177.66","217.70K","-5.00%"
"Aug 30, 2017","187.01","187.01","187.01","187.01","51.20K","-5.00%"
"Aug 29, 2017","196.85","196.85","196.85","196.85","158.40K","-5.00%"
"Aug 28, 2017","207.21","207.21","207.21","207.21","606.40K","-5.00%"
"Aug 25, 2017","218.11","217.90","219.79","214.00","159.50K","0.06%"
"Aug 24, 2017","217.99","219.99","222.26","213.00","373.30K","-0.00%"
"Aug 23, 2017","218.00","210.50","219.97","210.50","479.60K","1.40%"
"Aug 22, 2017","215.00","212.20","218.00","209.61","484.00K","0.00%"
"Aug 21, 2017","215.00","214.90","216.94","213.06","1.22M","-0.22%"
"Aug 18, 2017","215.48","217.25","218.88","212.00","2.79M","-0.81%"
"Aug 17, 2017","217.23","218.40","223.97","216.00","364.80K","-3.24%"
"Aug 16, 2017","224.50","223.88","226.00","220.57","303.90K","1.54%"
"Aug 15, 2017","221.10","227.00","229.00","221.00","1.25M","-2.60%"
"Aug 11, 2017","227.00","228.50","228.50","225.25","623.00K","-1.26%"
"Aug 10, 2017","229.90","232.48","233.45","229.00","517.40K","-0.84%"
"Aug 09, 2017","231.84","235.00","235.01","231.50","1.19M","-1.76%"
"Aug 08, 2017","236.00","236.50","237.74","235.00","701.80K","-0.43%"
"Aug 07, 2017","237.03","237.99","237.99","235.00","423.30K","0.01%"
"Aug 04, 2017","237.00","238.47","239.44","236.60","783.80K","0.12%"
"Aug 03, 2017","236.71","235.50","237.50","235.50","682.40K","1.07%"
"Aug 02, 2017","234.20","232.51","235.90","231.50","2.07M","1.83%"
"Aug 01, 2017","229.99","231.00","232.24","224.45","6.38M","-2.65%"
"Jul 31, 2017","236.26","251.00","252.75","236.26","4.99M","-4.75%"
"Jul 28, 2017","248.05","241.11","249.50","237.85","2.23M","-0.80%"
"Jul 27, 2017","250.05","251.99","252.00","249.20","1.15M","-0.57%"
"Jul 26, 2017","251.49","253.60","253.60","246.00","325.10K","-0.21%"
"Jul 25, 2017","252.01","252.10","254.96","252.00","1.81M","-0.11%"
"Jul 24, 2017","252.30","254.00","254.00","251.05","761.60K","0.12%"
"Jul 21, 2017","252.00","250.80","254.50","247.50","236.20K","0.00%"
"Jul 20, 2017","252.00","254.95","256.50","249.99","609.90K","-0.40%"
"Jul 19, 2017","253.00","254.00","254.50","250.50","952.60K","-0.22%"
"Jul 18, 2017","253.57","251.02","256.00","249.50","1.14M","0.90%"
"Jul 17, 2017","251.30","253.50","253.50","246.50","827.00K","-1.41%"
"Jul 14, 2017","254.90","248.10","255.00","245.02","794.20K","2.03%"
"Jul 13, 2017","249.83","243.11","255.00","239.00","652.40K","1.35%"
"Jul 12, 2017","246.50","236.01","247.00","233.00","1.24M","1.95%"
"Jul 11, 2017","241.78","247.00","247.00","241.78","1.54M","-4.98%"
"Jul 10, 2017","254.45","241.01","257.00","241.01","668.50K","1.17%"
"Jul 07, 2017","251.50","249.47","251.50","245.00","723.70K","1.21%"
"Jul 06, 2017","248.50","247.00","250.00","242.20","2.12M","-0.60%"
"Jul 05, 2017","250.00","252.71","259.90","241.70","2.93M","-1.38%"
"Jul 04, 2017","253.50","255.01","259.00","250.01","634.80K","-0.86%"
"Jul 03, 2017","255.69","270.00","270.00","255.69","1.35M","-5.25%"
"Jun 30, 2017","269.86","266.00","271.00","263.00","1.28M","1.45%"
"Jun 29, 2017","265.99","251.25","265.99","250.00","2.10M","5.00%"
"Jun 22, 2017","253.33","244.25","254.01","244.25","1.55M","2.81%"
"Jun 21, 2017","246.40","241.55","249.00","235.00","1.85M","0.81%"
"Jun 20, 2017","244.41","256.99","258.00","244.09","1.73M","-4.87%"
"Jun 19, 2017","256.93","269.50","269.00","255.11","516.70K","-1.09%"
"Jun 16, 2017","259.75","268.00","272.00","257.99","3.22M","-2.74%"
"Jun 15, 2017","267.07","263.00","271.00","263.00","961.90K","0.46%"
"Jun 14, 2017","265.84","261.50","269.00","261.50","1.23M","1.87%"
"Jun 13, 2017","260.95","249.98","261.51","249.98","1.30M","4.77%"
"Jun 12, 2017","249.06","259.00","259.00","244.62","1.77M","-3.27%"
"Jun 09, 2017","257.49","259.25","263.00","255.01","1.53M","-1.65%"
"Jun 08, 2017","261.81","269.98","271.03","260.02","2.00M","-2.98%"
"Jun 07, 2017","269.86","274.00","274.50","267.00","1.58M","-0.30%"
"Jun 06, 2017","270.68","268.00","272.00","263.50","2.32M","1.51%"
"Jun 05, 2017","266.65","256.00","267.95","256.00","2.63M","4.15%"
"Jun 02, 2017","256.02","258.00","262.00","248.50","4.22M","-1.61%"
"Jun 01, 2017","260.20","271.00","274.62","257.50","8.72M","-4.00%"
"May 31, 2017","271.05","285.98","287.00","270.36","17.11M","-4.75%"
"May 30, 2017","284.58","292.00","297.50","279.97","2.01M","-2.72%"
"May 29, 2017","292.53","298.11","298.11","290.65","2.24M","-2.24%"
"May 26, 2017","299.22","305.51","307.00","296.00","2.65M","-2.05%"
"May 25, 2017","305.48","307.89","308.00","302.00","1.81M","-0.44%"
"May 24, 2017","306.84","304.50","309.80","303.10","2.93M","1.16%"
"May 23, 2017","303.33","302.00","306.00","299.55","5.12M","1.44%"
"May 22, 2017","299.03","290.05","300.00","289.99","2.47M","2.96%"
"May 19, 2017","290.44","293.00","295.50","288.00","1.05M","-0.54%"
"May 18, 2017","292.02","293.80","297.00","291.00","955.40K","-1.01%"
"May 17, 2017","295.00","301.00","301.99","290.15","3.65M","-0.90%"
"May 16, 2017","297.67","310.00","312.00","296.12","4.23M","-3.34%"
"May 15, 2017","307.97","307.50","314.00","306.50","2.56M","0.22%"
"May 12, 2017","307.29","308.61","308.61","304.02","1.37M","-0.41%"
"May 11, 2017","308.57","307.86","310.00","305.06","1.45M","0.52%"
"May 10, 2017","306.96","302.75","309.00","300.00","1.38M","1.56%"
"May 09, 2017","302.24","309.00","312.50","301.50","2.13M","-1.08%"
"May 08, 2017","305.55","292.00","305.55","291.00","3.57M","5.00%"
"May 05, 2017","291.00","288.80","294.75","285.00","1.87M","2.18%"
"May 04, 2017","284.78","280.00","287.00","279.00","2.04M","2.22%"
"May 03, 2017","278.59","276.00","280.00","272.50","932.70K","1.07%"
"May 02, 2017","275.65","274.51","277.00","272.00","494.40K","0.02%"
"Apr 28, 2017","275.59","271.50","278.00","271.50","1.67M","1.56%"
"Apr 27, 2017","271.36","272.01","275.49","270.00","577.60K","-1.62%"
"Apr 26, 2017","275.83","269.00","276.40","269.00","1.25M","2.00%"
"Apr 25, 2017","270.41","272.20","274.00","264.30","1.60M","-1.00%"
"Apr 24, 2017","273.14","276.00","278.00","271.50","403.70K","-0.89%"
"Apr 21, 2017","275.60","270.11","278.50","270.00","1.73M","2.48%"
"Apr 20, 2017","268.92","260.30","273.27","257.01","3.55M","3.33%"
"Apr 19, 2017","260.26","254.00","261.00","252.11","2.03M","0.45%"
"Apr 18, 2017","259.10","264.98","264.98","257.00","1.74M","-1.81%"
"Apr 17, 2017","263.88","270.94","271.99","260.00","329.00K","-1.80%"
"Apr 14, 2017","268.72","268.55","272.00","265.00","177.10K","-0.46%"
"Apr 13, 2017","269.95","276.00","276.00","269.01","251.10K","-2.08%"
"Apr 12, 2017","275.68","278.99","279.98","274.00","207.70K","-0.13%"
"Apr 11, 2017","276.03","268.80","276.51","267.99","603.20K","2.24%"
"Apr 10, 2017","269.97","266.00","271.01","266.00","910.60K","1.02%"
"Apr 07, 2017","267.25","258.20","268.85","260.01","930.00K","2.95%"
"Apr 06, 2017","259.60","260.00","260.90","257.80","1.07M","-0.15%"
"Apr 05, 2017","259.98","265.45","266.39","259.00","798.90K","-2.08%"
"Apr 04, 2017","265.49","268.00","268.65","264.11","912.20K","-0.91%"
"Apr 03, 2017","267.92","270.00","270.21","267.50","203.90K","-0.63%"
"Mar 31, 2017","269.61","270.20","273.50","267.00","739.40K","-1.43%"
"Mar 30, 2017","273.51","278.50","279.99","272.06","720.80K","-1.72%"
"Mar 29, 2017","278.31","285.00","285.00","277.00","679.60K","-1.66%"
"Mar 28, 2017","283.01","284.00","284.50","282.25","887.60K","-0.52%"
"Mar 27, 2017","284.49","286.99","287.50","283.00","234.00K","0.18%"
"Mar 24, 2017","283.98","282.00","286.99","282.00","1.34M","0.63%"
"Mar 22, 2017","282.21","285.00","285.00","281.51","6.07M","-0.29%"
"Mar 21, 2017","283.03","286.45","286.51","282.50","518.40K","-1.33%"
"Mar 20, 2017","286.84","289.70","289.70","281.90","226.00K","0.50%"
"Mar 17, 2017","285.40","284.00","293.50","282.00","15.58M","0.54%"
"Mar 16, 2017","283.86","281.50","284.90","273.60","2.53M","0.12%"
"Mar 15, 2017","283.53","289.40","290.50","279.80","1.23M","-1.27%"
"Mar 14, 2017","287.18","286.00","290.00","285.00","1.50M","-0.39%"
"Mar 13, 2017","288.30","292.50","292.50","284.02","1.21M","0.28%"
"Mar 10, 2017","287.49","289.50","291.97","285.05","1.39M","-0.23%"
"Mar 09, 2017","288.14","282.00","293.00","282.00","2.89M","0.76%"
"Mar 08, 2017","285.97","282.00","286.25","282.00","1.03M","0.27%"
"Mar 07, 2017","285.20","283.01","286.90","281.30","1.24M","0.02%"
"Mar 06, 2017","285.15","287.00","288.50","282.99","897.20K","-0.42%"
"Mar 03, 2017","286.34","283.00","288.69","280.05","1.40M","1.74%"
"Mar 02, 2017","281.44","277.00","283.00","275.62","1.15M","3.08%"
"Mar 01, 2017","273.02","271.55","274.21","271.55","1.59M","0.16%"
"Feb 28, 2017","272.58","271.25","274.98","270.60","1.40M","-0.31%"
"Feb 27, 2017","273.44","272.01","275.00","272.01","451.00K","-0.16%"
"Feb 24, 2017","273.87","276.00","276.00","272.60","317.00K","0.02%"
"Feb 23, 2017","273.81","272.01","275.00","271.00","1.01M","-0.75%"
"Feb 22, 2017","275.87","276.00","277.25","272.50","1.13M","0.26%"
"Feb 21, 2017","275.16","274.00","276.00","272.60","948.80K","0.35%"
"Feb 20, 2017","274.19","266.50","275.50","266.50","1.25M","1.20%"
"Feb 17, 2017","270.95","266.01","272.00","266.01","854.30K","0.96%"
"Feb 16, 2017","268.37","267.50","271.50","263.20","962.50K","0.88%"
"Feb 15, 2017","266.02","269.50","271.00","263.50","1.43M","-1.37%"
"Feb 14, 2017","269.72","265.50","271.50","265.01","2.38M","0.42%"
"Feb 13, 2017","268.58","266.00","273.40","264.06","1.17M","0.61%"
"Feb 10, 2017","266.96","264.05","268.20","264.00","443.10K","-0.07%"
"Feb 09, 2017","267.15","263.00","269.00","263.00","275.40K","0.10%"
"Feb 08, 2017","266.88","262.12","268.50","261.50","592.90K","0.75%"
"Feb 07, 2017","264.90","264.00","266.00","263.51","772.20K","0.51%"
"Feb 06, 2017","263.55","259.20","266.99","259.20","1.12M","1.25%"
"Feb 03, 2017","260.29","262.25","262.60","259.00","827.20K","-0.71%"
"Feb 02, 2017","262.16","263.70","264.25","260.30","779.60K","-0.47%"
"Feb 01, 2017","263.41","263.00","265.52","259.50","1.69M","0.97%"
"Jan 31, 2017","260.88","265.00","266.00","260.00","1.18M","-1.05%"
"Jan 30, 2017","263.64","267.99","270.80","262.00","639.80K","-0.55%"
"Jan 27, 2017","265.09","262.01","274.99","262.01","1.40M","1.02%"
"Jan 26, 2017","262.41","258.00","265.00","255.00","943.30K","1.90%"
"Jan 25, 2017","257.51","258.60","262.01","256.00","1.16M","-0.35%"
"Jan 24, 2017","258.42","261.80","261.80","257.59","1.26M","-0.66%"
"Jan 23, 2017","260.14","260.00","262.74","259.01","489.10K","-0.17%"
"Jan 20, 2017","260.58","261.97","263.75","259.10","399.70K","0.13%"
"Jan 19, 2017","260.24","261.00","262.00","258.80","217.80K","-0.14%"
"Jan 18, 2017","260.60","261.82","264.49","258.00","916.60K","-0.47%"
"Jan 17, 2017","261.82","266.48","266.48","260.10","1.04M","-1.98%"
"Jan 16, 2017","267.12","271.01","272.49","264.00","1.51M","-2.26%"
"Jan 13, 2017","273.30","275.99","275.99","273.00","559.50K","-0.48%"
"Jan 12, 2017","274.62","277.50","277.95","271.50","490.10K","-0.82%"
"Jan 11, 2017","276.89","275.50","278.00","273.12","446.40K","0.60%"
"Jan 10, 2017","275.25","277.00","277.99","274.00","432.80K","-0.70%"
"Jan 09, 2017","277.19","278.00","279.89","276.90","1.38M","-0.76%"
"Jan 06, 2017","279.32","280.99","281.50","277.01","815.60K","0.04%"
"Jan 05, 2017","279.21","279.99","282.00","278.30","864.10K","-0.34%"
"Jan 04, 2017","280.16","278.00","282.50","276.54","790.00K","0.37%"
"Jan 03, 2017","279.12","281.10","283.99","278.26","859.00K","-0.91%"
"Jan 02, 2017","281.69","273.99","283.00","272.76","490.20K","3.09%"
"Dec 30, 2016","273.25","268.00","275.00","268.00","859.30K","1.52%"
"Dec 29, 2016","269.15","271.00","271.00","267.50","761.00K","0.41%"
"Dec 28, 2016","268.06","264.50","273.00","264.50","986.70K","1.14%"
"Dec 27, 2016","265.04","260.00","267.00","260.00","653.80K","1.96%"
"Dec 26, 2016","259.94","262.50","264.50","259.00","186.80K","-0.69%"
"Dec 23, 2016","261.75","265.28","265.50","259.50","1.62M","-0.43%"
"Dec 22, 2016","262.89","275.00","275.90","261.25","1.62M","-3.51%"
"Dec 21, 2016","272.46","274.50","283.99","259.46","2.78M","-0.24%"
"Dec 20, 2016","273.11","262.00","273.11","256.50","2.67M","5.00%"
"Dec 19, 2016","260.11","249.00","261.80","249.00","2.22M","4.32%"
"Dec 16, 2016","249.34","252.00","255.99","244.00","1.18M","-0.04%"
"Dec 15, 2016","249.43","250.12","256.00","247.50","659.40K","0.38%"
"Dec 14, 2016","248.48","243.00","253.00","239.15","1.82M","1.82%"
"Dec 13, 2016","244.03","242.50","245.85","239.00","1.29M","0.50%"
"Dec 09, 2016","242.82","235.00","243.75","235.00","1.27M","3.10%"
"Dec 08, 2016","235.52","233.50","237.45","230.50","1.39M","1.48%"
"Dec 07, 2016","232.09","228.11","234.40","228.10","1.95M","0.94%"
"Dec 06, 2016","229.94","230.00","230.50","228.60","969.60K","0.20%"
"Dec 05, 2016","229.47","232.00","233.00","228.53","493.70K","-0.42%"
"Dec 02, 2016","230.44","225.50","231.45","222.52","243.10K","2.88%"
"Dec 01, 2016","223.98","228.33","232.00","222.75","1.11M","-1.47%"
"Nov 30, 2016","227.33","230.95","230.95","226.15","458.70K","-0.60%"
"Nov 29, 2016","228.71","233.77","235.90","228.00","1.28M","-1.43%"
"Nov 28, 2016","232.03","231.50","233.98","231.50","77.80K","-0.17%"
"Nov 25, 2016","232.42","233.30","233.50","230.20","215.70K","0.16%"
"Nov 24, 2016","232.04","231.89","237.40","231.10","1.58M","-0.31%"
"Nov 23, 2016","232.77","233.00","234.32","228.50","1.46M","0.34%"
"Nov 22, 2016","231.97","235.00","235.02","231.50","2.06M","-1.67%"
"Nov 21, 2016","235.90","236.00","239.00","235.25","571.30K","-0.42%"
"Nov 18, 2016","236.90","238.01","241.00","236.00","324.20K","-1.18%"
"Nov 17, 2016","239.72","239.25","241.00","237.50","522.60K","-0.08%"
"Nov 16, 2016","239.90","241.51","241.76","238.01","1.01M","-0.07%"
"Nov 15, 2016","240.08","242.51","242.53","237.60","1.16M","-1.19%"
"Nov 14, 2016","242.96","249.00","249.00","240.31","623.70K","-1.68%"
"Nov 11, 2016","247.12","242.50","252.00","242.50","736.60K","0.84%"
"Nov 10, 2016","245.06","240.00","246.49","239.50","713.90K","2.12%"
"Nov 09, 2016","239.98","234.88","240.49","230.00","559.80K","0.53%"
"Nov 08, 2016","238.72","243.50","243.50","237.00","1.15M","-1.03%"
"Nov 07, 2016","241.21","242.00","245.00","237.51","1.11M","-0.07%"
"Nov 04, 2016","241.38","246.00","249.25","240.15","804.20K","-2.77%"
"Nov 03, 2016","248.26","238.20","251.00","238.10","1.61M","3.58%"
"Nov 02, 2016","239.69","232.50","243.07","228.05","1.09M","3.54%"
"Nov 01, 2016","231.50","225.00","234.00","222.01","723.70K","3.50%"
"Oct 31, 2016","223.68","221.27","227.95","220.20","228.80K","1.19%"
"Oct 28, 2016","221.05","219.00","225.50","219.00","252.70K","-0.00%"
"Oct 27, 2016","221.06","225.01","225.01","220.00","559.90K","-1.71%"
"Oct 26, 2016","224.91","228.72","229.00","224.00","375.90K","-1.67%"
"Oct 25, 2016","228.72","222.60","229.30","219.50","506.00K","1.04%"
"Oct 24, 2016","226.36","222.00","228.00","221.00","693.10K","0.96%"
"Oct 21, 2016","224.21","225.10","226.00","223.00","78.80K","-0.03%"
"Oct 20, 2016","224.27","221.40","229.80","221.00","933.90K","2.09%"
"Oct 19, 2016","219.68","221.50","221.50","218.00","370.60K","-0.24%"
"Oct 18, 2016","220.21","220.50","222.00","219.50","568.50K","-0.36%"
"Oct 17, 2016","221.00","221.60","222.49","219.60","184.20K","-0.27%"
"Oct 14, 2016","221.59","222.50","222.99","219.05","128.90K","-0.29%"
"Oct 13, 2016","222.24","223.00","224.99","220.12","227.30K","-0.29%"
"Oct 10, 2016","222.88","224.99","224.99","220.05","186.60K","0.27%"
"Oct 07, 2016","222.28","220.80","222.50","219.01","102.60K","1.05%"
"Oct 06, 2016","219.97","222.75","223.00","219.40","344.40K","-1.08%"
"Oct 05, 2016","222.38","223.99","226.50","222.25","275.50K","-0.55%"
"Oct 04, 2016","223.61","222.00","223.85","221.50","674.70K","0.71%"
"Oct 03, 2016","222.04","221.89","223.77","219.51","917.70K","0.56%"
"Sep 30, 2016","220.81","219.55","221.45","219.00","1.02M","0.58%"
"Sep 29, 2016","219.53","219.49","221.50","217.90","1.79M","0.77%"
"Sep 28, 2016","217.85","217.00","218.50","216.50","687.70K","0.09%"
"Sep 27, 2016","217.66","218.50","221.90","217.01","1.05M","-0.75%"
"Sep 26, 2016","219.31","218.39","222.00","218.39","477.70K","0.42%"
"Sep 23, 2016","218.39","220.99","221.99","218.00","141.80K","-1.81%"
"Sep 22, 2016","222.42","219.95","223.40","219.20","557.50K","1.97%"
"Sep 21, 2016","218.13","221.00","222.00","217.50","829.60K","-1.72%"
"Sep 20, 2016","221.94","222.25","224.00","220.00","1.31M","-0.25%"
"Sep 19, 2016","222.49","224.20","226.00","222.00","265.40K","-1.25%"
"Sep 16, 2016","225.31","227.00","228.00","224.75","59.00K","-0.63%"
"Sep 15, 2016","226.74","228.50","229.00","225.50","301.20K","-0.86%"
"Sep 09, 2016","228.70","229.97","229.97","227.50","124.30K","0.24%"
"Sep 08, 2016","228.16","228.00","230.00","226.00","434.50K","-0.66%"
"Sep 07, 2016","229.68","228.85","231.85","226.00","682.00K","0.50%"
"Sep 06, 2016","228.54","217.35","228.73","217.52","1.51M","4.91%"
"Sep 05, 2016","217.84","218.95","219.50","215.51","653.70K","0.88%"
"Sep 02, 2016","215.93","216.50","217.50","215.01","540.80K","-0.29%"
"Sep 01, 2016","216.56","217.49","218.00","215.52","359.90K","-0.42%"
"Aug 31, 2016","217.47","221.00","220.35","216.00","743.50K","-1.58%"
"Aug 30, 2016","220.97","219.00","221.00","218.50","160.80K","0.56%"
"Aug 29, 2016","219.75","220.40","221.50","219.30","541.60K","-0.11%"
"Aug 26, 2016","219.99","222.20","222.20","219.00","639.50K","-0.37%"
"Aug 25, 2016","220.81","217.50","221.40","217.49","437.70K","1.23%"
"Aug 24, 2016","218.13","218.50","219.99","217.12","211.50K","-0.39%"
"Aug 23, 2016","218.98","215.40","220.50","215.40","549.50K","1.19%"
"Aug 22, 2016","216.41","212.00","212.40","212.40","247.90K","0.69%"
"Aug 19, 2016","214.93","217.80","217.85","213.84","215.60K","-1.16%"
"Aug 18, 2016","217.46","221.60","222.45","217.00","463.80K","-1.78%"
"Aug 17, 2016","221.39","219.40","222.00","219.40","944.90K","0.87%"
"Aug 16, 2016","219.49","219.20","220.21","218.51","239.70K","-0.21%"
"Aug 15, 2016","219.95","221.75","222.69","219.06","294.30K","-0.91%"
"Aug 12, 2016","221.97","224.90","226.00","221.00","2.08M","-1.50%"
"Aug 11, 2016","225.35","223.60","226.30","221.99","1.43M","1.18%"
"Aug 10, 2016","222.72","221.00","223.11","219.10","769.00K","0.86%"
"Aug 09, 2016","220.81","216.25","223.99","216.25","2.24M","1.65%"
"Aug 08, 2016","217.22","214.99","218.00","214.90","745.20K","1.08%"
"Aug 05, 2016","214.89","215.55","216.50","214.00","787.00K","0.04%"
"Aug 04, 2016","214.81","218.00","218.00","214.01","310.40K","-0.58%"
"Aug 03, 2016","216.07","218.38","218.38","215.85","135.40K","-1.06%"
"Aug 02, 2016","218.38","214.12","219.00","214.12","292.00K","0.09%"
"Aug 01, 2016","218.18","218.50","220.45","217.06","1.20M","0.30%"
"Jul 29, 2016","217.53","215.11","219.35","215.11","445.80K","-1.39%"
"Jul 28, 2016","220.60","219.25","224.20","217.50","1.35M","1.21%"
"Jul 27, 2016","217.97","211.50","220.50","211.50","2.54M","3.33%"
"Jul 26, 2016","210.95","209.00","211.30","208.50","178.90K","0.83%"
"Jul 25, 2016","209.22","208.50","210.00","208.50","100.50K","0.49%"
"Jul 22, 2016","208.21","210.00","212.00","207.00","677.80K","-1.19%"
"Jul 21, 2016","210.71","210.97","212.00","210.00","619.30K","0.15%"
"Jul 20, 2016","210.39","211.00","212.01","209.05","515.40K","-0.73%"
"Jul 19, 2016","211.93","211.00","212.40","210.30","549.90K","0.09%"
"Jul 18, 2016","211.74","212.21","213.89","208.40","1.80M","-0.21%"
"Jul 15, 2016","212.18","210.10","215.00","209.11","2.82M","1.11%"
"Jul 14, 2016","209.86","204.00","210.00","204.00","1.74M","2.80%"
"Jul 13, 2016","204.14","203.25","206.00","203.25","1.87M","0.71%"
"Jul 12, 2016","202.70","198.50","203.50","198.49","2.28M","2.20%"
"Jul 11, 2016","198.33","194.50","198.95","194.00","1.44M","0.99%"
"Jul 04, 2016","196.38","199.00","199.00","195.00","678.20K","-0.60%"
"Jun 30, 2016","197.56","197.80","200.97","196.12","1.03M","0.63%"
"Jun 29, 2016","196.33","195.00","199.29","194.99","794.10K","1.76%"
"Jun 28, 2016","192.94","193.00","196.00","191.05","882.60K","-0.18%"
"Jun 27, 2016","193.28","200.00","202.45","192.12","726.40K","-2.90%"
